"proposal_id","freelancer_id","project_id","proposal_text","bid_amount","submitted_at"
"4d6f904c-0","adacf265-b","b83d73ab-7","I am highly experienced in custom and can deliver great results.","8027.83","2025-03-07 10:25:23.965379"
"4365ab63-d","393b3300-c","2d6e6c4c-8","I am highly experienced in mobile and can deliver great results.","3226.34","2025-03-07 10:25:23.965379"
"6556b286-b","393b3300-c","e39ee2c6-1","I am highly experienced in data and can deliver great results.","8453.64","2025-03-07 10:25:23.965379"
"1ac8ac75-6","393b3300-c","ebf993ce-f","I am highly experienced in seo and can deliver great results.","8966.29","2025-03-07 10:25:23.965379"
"19727e73-9","62f3bf24-9","726e88c8-0","I am highly experienced in data and can deliver great results.","2306.92","2025-03-07 10:25:23.965379"
"7a8f7f97-1","62f3bf24-9","fb2baf50-3","I am highly experienced in financial and can deliver great results.","6282.76","2025-03-07 10:25:23.965379"
"72ca76ce-a","62f3bf24-9","2f65a58a-8","I am highly experienced in e-commerce and can deliver great results.","9747.28","2025-03-07 10:25:23.965379"
"a2cdd94f-0","62f3bf24-9","6eff37fb-c","I am highly experienced in e-commerce and can deliver great results.","4339.61","2025-03-07 10:25:23.965379"
"45bb43bd-e","62f3bf24-9","87adbcf3-4","I am highly experienced in mobile and can deliver great results.","7087.87","2025-03-07 10:25:23.965379"
"79d54635-c","4668147d-5","cb2f9e3b-5","I am highly experienced in social and can deliver great results.","7524.81","2025-03-07 10:25:23.965379"
"7758f072-7","44c3a6c1-d","e691beb2-1","I am highly experienced in social and can deliver great results.","7878.21","2025-03-07 10:25:23.965379"
"739dac5a-6","cb4ea407-6","c1e02d9e-6","I am highly experienced in custom and can deliver great results.","3456.68","2025-03-07 10:25:23.965379"
"b8dd6a6e-b","cb4ea407-6","51d25ecf-9","I am highly experienced in logo and can deliver great results.","4267.16","2025-03-07 10:25:23.965379"
"58eff1f0-d","cb4ea407-6","9e5133d3-0","I am highly experienced in custom and can deliver great results.","3609.01","2025-03-07 10:25:23.965379"
"576cff8d-6","df258868-6","853abbb7-1","I am highly experienced in ai and can deliver great results.","9032.12","2025-03-07 10:25:23.965379"
"49cab06e-1","df258868-6","69b20ff3-a","I am highly experienced in mobile and can deliver great results.","3009.86","2025-03-07 10:25:23.965379"
"c258995b-5","df258868-6","ec91c8de-7","I am highly experienced in seo and can deliver great results.","5838.99","2025-03-07 10:25:23.965379"
"16245a82-c","df258868-6","86dfa0c2-a","I am highly experienced in marketing and can deliver great results.","4386.09","2025-03-07 10:25:23.965379"
"e584a520-c","df258868-6","cf048b75-a","I am highly experienced in custom and can deliver great results.","1903.03","2025-03-07 10:25:23.965379"
"9d679c25-8","fe6d411b-3","4ec469ce-0","I am highly experienced in custom and can deliver great results.","7913.11","2025-03-07 10:25:23.965379"
"88006ab7-b","fe6d411b-3","13cca556-0","I am highly experienced in financial and can deliver great results.","2174.98","2025-03-07 10:25:23.965379"
"f762a968-c","70842bde-0","c47872c1-4","I am highly experienced in seo and can deliver great results.","2628.28","2025-03-07 10:25:23.965379"
"9bf675ad-4","70842bde-0","d0599999-4","I am highly experienced in e-commerce and can deliver great results.","8661.05","2025-03-07 10:25:23.965379"
"af59332b-b","70842bde-0","6c7715a5-c","I am highly experienced in mobile and can deliver great results.","1510.11","2025-03-07 10:25:23.965379"
"fe26f381-0","70842bde-0","b795c97f-1","I am highly experienced in custom and can deliver great results.","7660.18","2025-03-07 10:25:23.965379"
"6a64214d-c","70842bde-0","fbd622a2-3","I am highly experienced in data and can deliver great results.","5395.81","2025-03-07 10:25:23.965379"
"4a54710f-3","eb406f71-c","b83d73ab-7","I am highly experienced in custom and can deliver great results.","7098.61","2025-03-07 10:25:23.965379"
"40da033d-8","eb406f71-c","30e0d374-9","I am highly experienced in marketing and can deliver great results.","3337.02","2025-03-07 10:25:23.965379"
"cf0fd04a-f","eb406f71-c","cb2f9e3b-5","I am highly experienced in social and can deliver great results.","8942.23","2025-03-07 10:25:23.965379"
"9ee9ed3f-d","eb406f71-c","01acd2fc-c","I am highly experienced in data and can deliver great results.","6471.81","2025-03-07 10:25:23.965379"
"9f0a13d2-8","eb406f71-c","8bf7ffae-7","I am highly experienced in custom and can deliver great results.","3178.90","2025-03-07 10:25:23.965379"
"8901aa7c-2","a115717e-1","a6b97ffa-3","I am highly experienced in ai and can deliver great results.","11116.71","2025-03-07 10:25:23.965379"
"312a6050-4","a115717e-1","b83d73ab-7","I am highly experienced in custom and can deliver great results.","9178.26","2025-03-07 10:25:23.965379"
"ea4a1746-1","a115717e-1","26784c78-6","I am highly experienced in ai and can deliver great results.","3803.51","2025-03-07 10:25:23.965379"
"5a869af9-1","a115717e-1","51d25ecf-9","I am highly experienced in logo and can deliver great results.","3736.59","2025-03-07 10:25:23.965379"
"cbff0164-4","4da32970-d","389bd1a6-6","I am highly experienced in financial and can deliver great results.","5451.62","2025-03-07 10:25:23.965379"
"6d4c4fa0-b","4da32970-d","96d23546-3","I am highly experienced in e-commerce and can deliver great results.","1363.64","2025-03-07 10:25:23.965379"
"61dd823d-2","4da32970-d","b795c97f-1","I am highly experienced in custom and can deliver great results.","6262.63","2025-03-07 10:25:23.965379"
"b1774c83-c","4da32970-d","e691beb2-1","I am highly experienced in social and can deliver great results.","6322.31","2025-03-07 10:25:23.965379"
"cbcdab4c-b","4da32970-d","2b111c89-7","I am highly experienced in e-commerce and can deliver great results.","2467.04","2025-03-07 10:25:23.965379"
"a800b871-4","3541aa24-9","01175b8a-d","I am highly experienced in seo and can deliver great results.","6313.01","2025-03-07 10:25:23.965379"
"c999a6e0-b","3541aa24-9","2225ceb4-c","I am highly experienced in ai and can deliver great results.","4168.10","2025-03-07 10:25:23.965379"
"23ebbb84-e","3541aa24-9","8041a0a4-2","I am highly experienced in seo and can deliver great results.","6152.20","2025-03-07 10:25:23.965379"
"2f66cdd6-b","3541aa24-9","c1a49fcb-0","I am highly experienced in ai and can deliver great results.","9330.66","2025-03-07 10:25:23.965379"
"c97ffdbd-2","3541aa24-9","29c53f40-a","I am highly experienced in data and can deliver great results.","1732.26","2025-03-07 10:25:23.965379"
"8043a315-a","a0d4c64f-9","29c53f40-a","I am highly experienced in data and can deliver great results.","1796.70","2025-03-07 10:25:23.965379"
"473ccf62-3","a0d4c64f-9","c92da20e-8","I am highly experienced in mobile and can deliver great results.","4331.90","2025-03-07 10:25:23.965379"
"2ae2fba1-c","d7f4012d-2","d0599999-4","I am highly experienced in e-commerce and can deliver great results.","7201.23","2025-03-07 10:25:23.965379"
"cb62a8c3-7","d7f4012d-2","a9d5ea24-d","I am highly experienced in financial and can deliver great results.","2024.72","2025-03-07 10:25:23.965379"
"5230e413-9","f26af625-1","10c1cdba-d","I am highly experienced in data and can deliver great results.","11104.06","2025-03-07 10:25:23.965379"
"5f6351e5-b","f26af625-1","38aa9860-0","I am highly experienced in social and can deliver great results.","3949.19","2025-03-07 10:25:23.965379"
"32457696-0","f26af625-1","6ee9796a-9","I am highly experienced in seo and can deliver great results.","2677.57","2025-03-07 10:25:23.965379"
"584e1df1-a","98042a50-7","96d23546-3","I am highly experienced in e-commerce and can deliver great results.","1716.25","2025-03-07 10:25:23.965379"
"495b10bc-d","98042a50-7","46732aa6-7","I am highly experienced in social and can deliver great results.","7643.31","2025-03-07 10:25:23.965379"
"0fa93a6c-4","98042a50-7","389bd1a6-6","I am highly experienced in financial and can deliver great results.","5240.77","2025-03-07 10:25:23.965379"
"4476e928-0","98042a50-7","10e0e21b-d","I am highly experienced in logo and can deliver great results.","7138.67","2025-03-07 10:25:23.965379"
"ac15e20f-9","f046039f-8","a0e64285-4","I am highly experienced in data and can deliver great results.","5620.64","2025-03-07 10:25:23.965379"
"28aba157-1","f046039f-8","0271823c-9","I am highly experienced in custom and can deliver great results.","3266.47","2025-03-07 10:25:23.965379"
"bab74382-b","f9f19dae-c","69109ecb-2","I am highly experienced in marketing and can deliver great results.","2219.58","2025-03-07 10:25:23.965379"
"459ffb13-8","f9f19dae-c","da67fec2-8","I am highly experienced in custom and can deliver great results.","3786.56","2025-03-07 10:25:23.965379"
"87f3353d-f","f9f19dae-c","1982342c-b","I am highly experienced in ai and can deliver great results.","5776.79","2025-03-07 10:25:23.965379"
"7df017cb-5","8c69a0d3-d","84f4a99c-f","I am highly experienced in seo and can deliver great results.","4653.77","2025-03-07 10:25:23.965379"
"25337eb2-6","8c69a0d3-d","6c7715a5-c","I am highly experienced in mobile and can deliver great results.","1755.68","2025-03-07 10:25:23.965379"
"9c00690f-6","8c69a0d3-d","370c45b6-d","I am highly experienced in financial and can deliver great results.","9202.96","2025-03-07 10:25:23.965379"
"b626d9b6-6","8c69a0d3-d","667857bc-7","I am highly experienced in ai and can deliver great results.","7308.33","2025-03-07 10:25:23.965379"
"320308d5-d","744500ff-f","13cca556-0","I am highly experienced in financial and can deliver great results.","2982.70","2025-03-07 10:25:23.965379"
"0a78fb80-f","744500ff-f","1896d42c-3","I am highly experienced in marketing and can deliver great results.","3288.91","2025-03-07 10:25:23.965379"
"e37f5777-a","744500ff-f","01175b8a-d","I am highly experienced in seo and can deliver great results.","7360.69","2025-03-07 10:25:23.965379"
"70ea62cf-6","d87807ee-c","1d05556c-2","I am highly experienced in mobile and can deliver great results.","2764.31","2025-03-07 10:25:23.965379"
"17ebdc1b-b","d87807ee-c","2d3dd431-9","I am highly experienced in logo and can deliver great results.","4278.95","2025-03-07 10:25:23.965379"
"709d81f3-0","d87807ee-c","7efd3cac-9","I am highly experienced in social and can deliver great results.","7189.57","2025-03-07 10:25:23.965379"
